,ano-mes,ESTADO,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA
762,2006-09,DISTRITO FEDERAL,9.33485,11.3961
789,2006-10,DISTRITO FEDERAL,9.1551875,11.38475
816,2006-11,DISTRITO FEDERAL,10.3353125,11.386125
843,2006-12,DISTRITO FEDERAL,10.03965,11.4841
870,2007-01,DISTRITO FEDERAL,9.600249999999999,11.3855625
897,2007-02,DISTRITO FEDERAL,9.7576875,11.38425
924,2007-03,DISTRITO FEDERAL,10.10975,11.43755
951,2007-04,DISTRITO FEDERAL,9.463,11.4033125
978,2007-05,DISTRITO FEDERAL,9.8043125,11.418375
1005,2007-06,DISTRITO FEDERAL,9.448,11.3898
1032,2007-07,DISTRITO FEDERAL,9.28525,11.3115625
1059,2007-08,DISTRITO FEDERAL,8.9661875,11.3401875
1086,2007-09,DISTRITO FEDERAL,8.609950000000001,11.27815
1113,2007-10,DISTRITO FEDERAL,9.2098125,11.2731875
1140,2007-11,DISTRITO FEDERAL,8.9340625,11.2953125
1167,2007-12,DISTRITO FEDERAL,8.9112,11.398050000000001
1194,2008-01,DISTRITO FEDERAL,9.01075,11.445375
1221,2008-02,DISTRITO FEDERAL,8.6240625,11.3821875
1248,2008-03,DISTRITO FEDERAL,8.600750000000001,11.366200000000001
1275,2008-04,DISTRITO FEDERAL,8.7285625,11.37025
1302,2008-05,DISTRITO FEDERAL,9.042950000000001,11.4975
1329,2008-06,DISTRITO FEDERAL,9.127125,11.652437500000001
1356,2008-07,DISTRITO FEDERAL,9.777,11.6618125
1383,2008-08,DISTRITO FEDERAL,9.943850000000001,11.615100000000002
1410,2008-09,DISTRITO FEDERAL,9.6508125,11.6653125
1437,2008-10,DISTRITO FEDERAL,9.739625,11.6678125
1464,2008-11,DISTRITO FEDERAL,9.48725,11.6156
1491,2008-12,DISTRITO FEDERAL,8.8428125,11.617375
1518,2009-01,DISTRITO FEDERAL,8.9713,11.68905
1545,2009-02,DISTRITO FEDERAL,8.9310625,11.690875
1572,2009-03,DISTRITO FEDERAL,9.10675,12.185375
1599,2009-04,DISTRITO FEDERAL,9.6710625,12.8193125
1626,2009-05,DISTRITO FEDERAL,10.35115,12.43135
1653,2009-06,DISTRITO FEDERAL,10.3166875,12.6528125
1680,2009-07,DISTRITO FEDERAL,10.2861875,12.1823125
1707,2009-08,DISTRITO FEDERAL,10.51175,12.725833333333334
1734,2009-09,DISTRITO FEDERAL,11.117647058823529,12.244411764705882
1761,2009-10,DISTRITO FEDERAL,10.253681818181818,11.917363636363637
1788,2009-11,DISTRITO FEDERAL,11.84025,12.9575
1815,2009-12,DISTRITO FEDERAL,11.310941176470589,12.174235294117647
1842,2010-01,DISTRITO FEDERAL,11.55395,12.941149999999999
1869,2010-02,DISTRITO FEDERAL,11.383,13.0175
1896,2010-03,DISTRITO FEDERAL,11.338750000000001,13.133062500000001
1923,2010-04,DISTRITO FEDERAL,10.792352941176471,12.420588235294119
1950,2010-05,DISTRITO FEDERAL,11.3315,13.068999999999999
1977,2010-06,DISTRITO FEDERAL,11.237499999999999,12.969999999999999
2004,2010-07,DISTRITO FEDERAL,10.505500000000001,12.649
2031,2010-08,DISTRITO FEDERAL,10.337375,11.6025
2058,2010-09,DISTRITO FEDERAL,10.334999999999999,11.415
2085,2010-10,DISTRITO FEDERAL,10.358500000000001,11.936499999999999
2112,2010-11,DISTRITO FEDERAL,10.4375,11.53
2139,2010-12,DISTRITO FEDERAL,10.4375,11.53
2166,2011-01,DISTRITO FEDERAL,10.440999999999999,11.4725
2193,2011-02,DISTRITO FEDERAL,10.57875,11.7416875
2220,2011-03,DISTRITO FEDERAL,10.78875,11.619187499999999
2247,2011-04,DISTRITO FEDERAL,10.892,11.992
2274,2011-05,DISTRITO FEDERAL,10.729375000000001,11.6021875
2301,2011-06,DISTRITO FEDERAL,10.6143125,12.0684375
2328,2011-07,DISTRITO FEDERAL,10.625449999999999,11.75225
2355,2011-08,DISTRITO FEDERAL,10.709375,11.5075
2382,2011-09,DISTRITO FEDERAL,10.706249999999999,11.508625
2409,2011-10,DISTRITO FEDERAL,10.7345,11.5265
2436,2011-11,DISTRITO FEDERAL,10.75875,11.5515
2463,2011-12,DISTRITO FEDERAL,10.7175,11.5685
2490,2012-01,DISTRITO FEDERAL,10.761875,11.936875
2517,2012-02,DISTRITO FEDERAL,10.7111875,11.577125
2544,2012-03,DISTRITO FEDERAL,10.6949,11.57755
2571,2012-04,DISTRITO FEDERAL,10.747375,11.5844375
2598,2012-05,DISTRITO FEDERAL,10.7323125,11.63125
2625,2012-06,DISTRITO FEDERAL,10.731300000000001,11.565999999999999
2652,2012-07,DISTRITO FEDERAL,10.7446875,11.5700625
2679,2012-08,DISTRITO FEDERAL,10.758375,11.575875
2706,2012-09,DISTRITO FEDERAL,10.75865,11.576550000000001
2733,2012-10,DISTRITO FEDERAL,10.7505625,11.5740625
2760,2012-11,DISTRITO FEDERAL,10.73375,11.6365625
2787,2012-12,DISTRITO FEDERAL,10.737,11.629000000000001
2814,2013-01,DISTRITO FEDERAL,9.795555555555556,10.548444444444446
2841,2013-02,DISTRITO FEDERAL,9.13745,9.81965
2868,2013-03,DISTRITO FEDERAL,9.2728,10.1876
2895,2013-04,DISTRITO FEDERAL,9.337,10.74005
2922,2013-05,DISTRITO FEDERAL,9.22145,11.69025
2949,2013-06,DISTRITO FEDERAL,9.27,11.68152
2976,2013-07,DISTRITO FEDERAL,9.24,11.67385
3003,2013-08,DISTRITO FEDERAL,9.24,11.671599999999998
3030,2013-09,DISTRITO FEDERAL,9.2375,11.6716
3057,2013-10,DISTRITO FEDERAL,9.5355,11.6716
3084,2013-11,DISTRITO FEDERAL,9.618360000000001,11.67028
3111,2013-12,DISTRITO FEDERAL,9.852500000000001,11.7467
3138,2014-01,DISTRITO FEDERAL,9.597,11.7491
3165,2014-02,DISTRITO FEDERAL,9.8595,11.7597
3192,2014-03,DISTRITO FEDERAL,9.88196,11.86844
3219,2014-04,DISTRITO FEDERAL,10.097,11.8465
3246,2014-05,DISTRITO FEDERAL,10.1708,11.817440000000001
3273,2014-06,DISTRITO FEDERAL,10.157499999999999,11.80125
3300,2014-07,DISTRITO FEDERAL,10.158,11.8019
3327,2014-08,DISTRITO FEDERAL,9.9592,11.8018
3354,2014-09,DISTRITO FEDERAL,10.2995,11.8117
3381,2014-10,DISTRITO FEDERAL,10.2125,11.80525
3408,2014-11,DISTRITO FEDERAL,10.4284,11.83248
3435,2014-12,DISTRITO FEDERAL,10.618500000000001,11.8476
3462,2015-01,DISTRITO FEDERAL,10.544,11.851120000000002
3489,2015-02,DISTRITO FEDERAL,10.747499999999999,11.986250000000002
3516,2015-03,DISTRITO FEDERAL,10.03335,12.9198
3543,2015-04,DISTRITO FEDERAL,9.783,13.05625
3570,2015-05,DISTRITO FEDERAL,9.7684,13.04016
3597,2015-06,DISTRITO FEDERAL,9.7595,13.0338
3624,2015-07,DISTRITO FEDERAL,9.772,13.0338
3651,2015-08,DISTRITO FEDERAL,9.784,13.0338
3678,2015-09,DISTRITO FEDERAL,11.568000000000001,14.82575
3705,2015-10,DISTRITO FEDERAL,12.07104,15.57976
3732,2015-11,DISTRITO FEDERAL,12.114799999999999,15.6427
3759,2015-12,DISTRITO FEDERAL,12.46115,15.66125
3786,2016-01,DISTRITO FEDERAL,12.515439999999998,15.774239999999999
3813,2016-02,DISTRITO FEDERAL,12.716,15.83305
3840,2016-03,DISTRITO FEDERAL,12.47935,15.781
3867,2016-04,DISTRITO FEDERAL,12.334760000000001,16.015120000000003
3894,2016-05,DISTRITO FEDERAL,12.12295,15.8345
3921,2016-06,DISTRITO FEDERAL,12.0708,15.77365
3948,2016-07,DISTRITO FEDERAL,11.95924,15.77008
3975,2016-08,DISTRITO FEDERAL,11.43035,15.73555
4002,2016-09,DISTRITO FEDERAL,11.4068,15.67455
4029,2016-10,DISTRITO FEDERAL,11.40748,16.102159999999998
4056,2016-11,DISTRITO FEDERAL,12.0198,17.15545
4083,2016-12,DISTRITO FEDERAL,12.05964,17.23736
4110,2017-01,DISTRITO FEDERAL,12.080000000000002,17.332900000000002
4137,2017-02,DISTRITO FEDERAL,12.138349999999999,17.31375
4164,2017-03,DISTRITO FEDERAL,11.916599999999999,17.30035
4191,2017-04,DISTRITO FEDERAL,12.07288,17.28532
4218,2017-05,DISTRITO FEDERAL,11.94735,17.2958
4245,2017-06,DISTRITO FEDERAL,12.004999999999999,17.86085
4272,2017-07,DISTRITO FEDERAL,11.894279999999998,17.86012
4299,2017-08,DISTRITO FEDERAL,12.6726,17.889
4326,2017-09,DISTRITO FEDERAL,13.136800000000001,17.99768
4353,2017-10,DISTRITO FEDERAL,14.156200000000002,18.00245
4380,2017-11,DISTRITO FEDERAL,14.705250000000001,18.04405
4407,2017-12,DISTRITO FEDERAL,15.59852,18.158360000000002
4434,2018-01,DISTRITO FEDERAL,15.754249999999999,18.2034
4461,2018-02,DISTRITO FEDERAL,14.7839,21.228199999999998
4488,2018-03,DISTRITO FEDERAL,13.87424,20.842480000000002
4515,2018-04,DISTRITO FEDERAL,14.093200000000001,20.2312
4542,2018-05,DISTRITO FEDERAL,14.477699999999999,20.3022
4569,2018-06,DISTRITO FEDERAL,14.356916666666669,17.701708333333332
4596,2018-07,DISTRITO FEDERAL,16.2506,20.2226
4623,2018-08,DISTRITO FEDERAL,15.617250000000002,20.14435
4650,2018-09,DISTRITO FEDERAL,15.543,20.26828
4677,2018-10,DISTRITO FEDERAL,15.43245,21.4037
4704,2018-11,DISTRITO FEDERAL,15.8505,21.6398
4731,2018-12,DISTRITO FEDERAL,15.8302,22.276120000000002
4758,2019-01,DISTRITO FEDERAL,14.634909090909092,20.48559090909091
4785,2019-02,DISTRITO FEDERAL,15.130238095238095,21.27642857142857
4812,2019-03,DISTRITO FEDERAL,15.808119999999999,22.206799999999998
4839,2019-04,DISTRITO FEDERAL,15.830000000000002,22.2518
4866,2019-05,DISTRITO FEDERAL,15.317047619047619,21.431142857142856
4893,2019-06,DISTRITO FEDERAL,15.82136,22.316840000000003
4920,2019-07,DISTRITO FEDERAL,14.967571428571429,21.38433333333333
4947,2019-08,DISTRITO FEDERAL,14.76,22.2404
4974,2019-09,DISTRITO FEDERAL,14.7817,22.2712
5001,2019-10,DISTRITO FEDERAL,14.871,22.2257
5028,2019-11,DISTRITO FEDERAL,14.85428,22.28408
5055,2019-12,DISTRITO FEDERAL,13.566434782608697,19.934521739130435
5082,2020-01,DISTRITO FEDERAL,15.0094,22.37235
5109,2020-02,DISTRITO FEDERAL,15.187653846153847,21.61269230769231
5136,2020-03,DISTRITO FEDERAL,15.66035,22.3077
5163,2020-04,DISTRITO FEDERAL,15.347249999999999,22.0962
5190,2020-05,DISTRITO FEDERAL,15.1372,21.9212
5217,2020-06,DISTRITO FEDERAL,15.0512,19.9323
5244,2020-07,DISTRITO FEDERAL,14.770750000000001,21.0243
5271,2020-08,DISTRITO FEDERAL,15.024700000000001,21.2678
5298,2020-10,DISTRITO FEDERAL,13.387166666666667,16.22125
5325,2020-11,DISTRITO FEDERAL,14.309125,16.78025
5352,2020-12,DISTRITO FEDERAL,14.77625,16.780041666666666
5379,2021-01,DISTRITO FEDERAL,15.139833333333334,17.475866666666665
5406,2021-02,DISTRITO FEDERAL,15.795625,17.916999999999998
5433,2021-03,DISTRITO FEDERAL,16.303666666666665,19.084291666666665
5460,2021-04,DISTRITO FEDERAL,16.348291666666665,18.669999999999998
5487,2021-05,DISTRITO FEDERAL,16.364,18.690833333333334
7,2004-05,ESPIRITO SANTO,6.145266666666667,8.274533333333332
34,2004-06,ESPIRITO SANTO,6.16315,8.29355
61,2004-07,ESPIRITO SANTO,6.07648,8.235800000000001
88,2004-08,ESPIRITO SANTO,6.06755,8.359950000000001
115,2004-09,ESPIRITO SANTO,5.86865,8.3172
142,2004-10,ESPIRITO SANTO,6.02924,8.186
169,2004-11,ESPIRITO SANTO,6.3354,8.24905
196,2004-12,ESPIRITO SANTO,6.3376,8.450050000000001
223,2005-01,ESPIRITO SANTO,6.3088,8.457479999999999
250,2005-02,ESPIRITO SANTO,6.1537500000000005,8.455
277,2005-03,ESPIRITO SANTO,6.2137,8.4545
304,2005-04,ESPIRITO SANTO,6.2566,8.45208
331,2005-05,ESPIRITO SANTO,6.1457,8.45015
358,2005-06,ESPIRITO SANTO,6.26765,8.60915
385,2005-07,ESPIRITO SANTO,6.2148,8.48776
412,2005-08,ESPIRITO SANTO,6.1787,8.552800000000001
439,2005-09,ESPIRITO SANTO,6.5877,7.9517
466,2005-10,ESPIRITO SANTO,6.69208,8.5452
493,2005-11,ESPIRITO SANTO,6.587350000000001,8.8612
520,2005-12,ESPIRITO SANTO,6.69052,8.57104
547,2006-01,ESPIRITO SANTO,6.788200000000001,8.6405
574,2006-02,ESPIRITO SANTO,6.8108,8.6265
601,2006-03,ESPIRITO SANTO,6.796250000000001,8.7496
628,2006-04,ESPIRITO SANTO,6.911999999999999,8.84144
655,2006-05,ESPIRITO SANTO,7.025449999999999,9.2678
682,2006-06,ESPIRITO SANTO,7.2903,9.206999999999999
709,2006-07,ESPIRITO SANTO,7.360399999999999,9.269
736,2006-08,ESPIRITO SANTO,7.401000000000001,9.30005
763,2006-09,ESPIRITO SANTO,7.390319999999999,9.3178
790,2006-10,ESPIRITO SANTO,7.412350000000001,9.341
817,2006-11,ESPIRITO SANTO,7.066800000000001,9.27175
844,2006-12,ESPIRITO SANTO,7.2098,9.24116
871,2007-01,ESPIRITO SANTO,7.3359499999999995,9.11495
898,2007-02,ESPIRITO SANTO,7.324800000000001,9.27095
925,2007-03,ESPIRITO SANTO,7.32648,9.32476
952,2007-04,ESPIRITO SANTO,7.264,9.376299999999999
979,2007-05,ESPIRITO SANTO,7.33925,9.40385
1006,2007-06,ESPIRITO SANTO,7.31172,9.25996
1033,2007-07,ESPIRITO SANTO,6.9313,9.213
1060,2007-08,ESPIRITO SANTO,7.2348,9.235949999999999
1087,2007-09,ESPIRITO SANTO,6.92004,9.27956
1114,2007-10,ESPIRITO SANTO,7.0013000000000005,9.157
1141,2007-11,ESPIRITO SANTO,6.877750000000001,9.153
1168,2007-12,ESPIRITO SANTO,7.034199999999999,9.142000000000001
1195,2008-01,ESPIRITO SANTO,6.854349999999999,9.14145
1222,2008-02,ESPIRITO SANTO,6.85645,9.16925
1249,2008-03,ESPIRITO SANTO,6.84048,9.161200000000001
1276,2008-04,ESPIRITO SANTO,6.85645,9.1661
1303,2008-05,ESPIRITO SANTO,6.87068,9.17936
1330,2008-06,ESPIRITO SANTO,7.186100000000001,9.22725
1357,2008-07,ESPIRITO SANTO,7.37795,9.2385
1384,2008-08,ESPIRITO SANTO,7.309679999999999,9.25768
1411,2008-09,ESPIRITO SANTO,7.317099999999999,9.2329
1438,2008-10,ESPIRITO SANTO,7.3324,9.261149999999999
1465,2008-11,ESPIRITO SANTO,7.46432,9.19576
1492,2008-12,ESPIRITO SANTO,7.42685,9.17775
1519,2009-01,ESPIRITO SANTO,7.412960000000001,9.30236
1546,2009-02,ESPIRITO SANTO,7.4605999999999995,9.77345
1573,2009-03,ESPIRITO SANTO,7.47145,9.884
1600,2009-04,ESPIRITO SANTO,7.7465,9.8865
1627,2009-05,ESPIRITO SANTO,7.659199999999999,9.745
1654,2009-06,ESPIRITO SANTO,7.516500000000001,9.81455
1681,2009-07,ESPIRITO SANTO,7.922,9.79075
1708,2009-08,ESPIRITO SANTO,7.521333333333334,9.5476
1735,2009-09,ESPIRITO SANTO,7.577058823529412,8.487058823529411
1762,2009-10,ESPIRITO SANTO,7.475560000000001,9.5724
1789,2009-11,ESPIRITO SANTO,7.6855,9.4682
1816,2009-12,ESPIRITO SANTO,7.559,9.5625
1843,2010-01,ESPIRITO SANTO,7.5024,9.7208
1870,2010-02,ESPIRITO SANTO,7.484,9.7492
1897,2010-03,ESPIRITO SANTO,7.212999999999999,9.767199999999999
1924,2010-04,ESPIRITO SANTO,7.322,9.8375
1951,2010-05,ESPIRITO SANTO,7.348,9.575600000000001
1978,2010-06,ESPIRITO SANTO,7.267,10.071000000000002
2005,2010-07,ESPIRITO SANTO,7.3208,9.5604
2032,2010-08,ESPIRITO SANTO,7.2565,9.417
2059,2010-09,ESPIRITO SANTO,7.2575,9.6725
2086,2010-10,ESPIRITO SANTO,7.3608,9.68824
2113,2010-11,ESPIRITO SANTO,7.276999999999999,9.70375
2140,2010-12,ESPIRITO SANTO,7.2844999999999995,9.708
2167,2011-01,ESPIRITO SANTO,7.4315999999999995,9.7328
2194,2011-02,ESPIRITO SANTO,7.599500000000001,9.695
2221,2011-03,ESPIRITO SANTO,7.631,10.336
2248,2011-04,ESPIRITO SANTO,7.7728,9.89716
2275,2011-05,ESPIRITO SANTO,7.743,9.847
2302,2011-06,ESPIRITO SANTO,7.8889499999999995,10.209
2329,2011-07,ESPIRITO SANTO,7.785159999999999,10.0736
2356,2011-08,ESPIRITO SANTO,7.7909999999999995,10.252500000000001
2383,2011-09,ESPIRITO SANTO,7.705,10.0665
2410,2011-10,ESPIRITO SANTO,7.9488,10.02116
2437,2011-11,ESPIRITO SANTO,8.0145,10.02995
2464,2011-12,ESPIRITO SANTO,7.953200000000001,10.11
2491,2012-01,ESPIRITO SANTO,8.166,10.0215
2518,2012-02,ESPIRITO SANTO,8.2815,10.04
2545,2012-03,ESPIRITO SANTO,8.2752,9.847999999999999
2572,2012-04,ESPIRITO SANTO,8.264,10.0875
2599,2012-05,ESPIRITO SANTO,8.086,10.036
2626,2012-06,ESPIRITO SANTO,7.999199999999999,10.0496
2653,2012-07,ESPIRITO SANTO,8.113,10.119499999999999
2680,2012-08,ESPIRITO SANTO,8.122499999999999,9.8245
2707,2012-09,ESPIRITO SANTO,8.1088,10.0736
2734,2012-10,ESPIRITO SANTO,8.304,10.3265
2761,2012-11,ESPIRITO SANTO,8.0255,10.4825
2788,2012-12,ESPIRITO SANTO,8.313600000000001,10.413599999999999
2815,2013-01,ESPIRITO SANTO,7.300833333333333,8.912083333333333
2842,2013-02,ESPIRITO SANTO,7.346666666666667,8.884791666666667
2869,2013-03,ESPIRITO SANTO,7.367666666666667,9.115666666666668
2896,2013-04,ESPIRITO SANTO,7.363666666666667,9.416666666666666
2923,2013-05,ESPIRITO SANTO,7.1427499999999995,9.384166666666667
2950,2013-06,ESPIRITO SANTO,7.2702333333333335,9.370333333333333
2977,2013-07,ESPIRITO SANTO,7.27875,9.409583333333332
3004,2013-08,ESPIRITO SANTO,7.212000000000001,9.405666666666667
3031,2013-09,ESPIRITO SANTO,7.226666666666667,9.63
3058,2013-10,ESPIRITO SANTO,7.1725,9.70125
3085,2013-11,ESPIRITO SANTO,7.451,9.747666666666667
3112,2013-12,ESPIRITO SANTO,7.211666666666667,9.784166666666666
3139,2014-01,ESPIRITO SANTO,7.416666666666667,9.827916666666667
3166,2014-02,ESPIRITO SANTO,7.637499999999999,9.811666666666666
3193,2014-03,ESPIRITO SANTO,7.577633333333334,9.864633333333334
3220,2014-04,ESPIRITO SANTO,7.549125,9.862458333333334
3247,2014-05,ESPIRITO SANTO,7.6483333333333325,9.867333333333333
3274,2014-06,ESPIRITO SANTO,7.435833333333334,10.369166666666667
3301,2014-07,ESPIRITO SANTO,7.415833333333333,10.372916666666667
3328,2014-08,ESPIRITO SANTO,7.3919999999999995,10.313333333333333
3355,2014-09,ESPIRITO SANTO,7.4775,10.285833333333334
3382,2014-10,ESPIRITO SANTO,7.7629166666666665,10.2925
3409,2014-11,ESPIRITO SANTO,7.935333333333333,10.616333333333333
3436,2014-12,ESPIRITO SANTO,7.873333333333334,10.995833333333332
3463,2015-01,ESPIRITO SANTO,7.937,11.0173
3490,2015-02,ESPIRITO SANTO,7.949166666666667,11.193624999999999
3517,2015-03,ESPIRITO SANTO,7.871666666666667,11.0635
3544,2015-04,ESPIRITO SANTO,7.55,10.565583333333333
3571,2015-05,ESPIRITO SANTO,7.569,10.578333333333335
3598,2015-06,ESPIRITO SANTO,7.582916666666667,10.754166666666668
3625,2015-07,ESPIRITO SANTO,7.6120833333333335,10.61875
3652,2015-08,ESPIRITO SANTO,8.106666666666667,10.549999999999999
3679,2015-09,ESPIRITO SANTO,9.631666666666666,11.775291666666668
3706,2015-10,ESPIRITO SANTO,9.457966666666666,12.894966666666667
3733,2015-11,ESPIRITO SANTO,9.417916666666667,13.4325
3760,2015-12,ESPIRITO SANTO,9.449166666666667,12.84375
3787,2016-01,ESPIRITO SANTO,9.201,12.936666666666667
3814,2016-02,ESPIRITO SANTO,9.05625,12.815833333333332
3841,2016-03,ESPIRITO SANTO,9.215,12.835833333333333
3868,2016-04,ESPIRITO SANTO,9.175,13.160333333333334
3895,2016-05,ESPIRITO SANTO,9.130833333333333,12.82875
3922,2016-06,ESPIRITO SANTO,9.330333333333334,12.847500000000002
3949,2016-07,ESPIRITO SANTO,9.654300000000001,12.809666666666667
3976,2016-08,ESPIRITO SANTO,9.501583333333334,12.802916666666667
4003,2016-09,ESPIRITO SANTO,9.405833333333334,13.2525
4030,2016-10,ESPIRITO SANTO,9.887966666666667,13.678333333333335
4057,2016-11,ESPIRITO SANTO,9.236666666666666,13.690416666666666
4084,2016-12,ESPIRITO SANTO,9.869666666666667,13.706
4111,2017-01,ESPIRITO SANTO,9.341625,13.749583333333334
4138,2017-02,ESPIRITO SANTO,9.9345,13.739125
4165,2017-03,ESPIRITO SANTO,9.879125,13.768333333333333
4192,2017-04,ESPIRITO SANTO,10.1169,13.827
4219,2017-05,ESPIRITO SANTO,10.10775,14.3275
4246,2017-06,ESPIRITO SANTO,9.84875,14.317083333333334
4273,2017-07,ESPIRITO SANTO,9.812299999999999,14.336999999999998
4300,2017-08,ESPIRITO SANTO,9.676666666666666,13.224083333333333
4327,2017-09,ESPIRITO SANTO,10.157933333333334,14.007299999999999
4354,2017-10,ESPIRITO SANTO,11.233666666666666,14.852791666666667
4381,2017-11,ESPIRITO SANTO,11.340166666666667,14.879375000000001
4408,2017-12,ESPIRITO SANTO,11.5108,15.0076
4435,2018-01,ESPIRITO SANTO,11.878291666666668,15.8575
4462,2018-02,ESPIRITO SANTO,11.904833333333334,15.700833333333334
4489,2018-03,ESPIRITO SANTO,11.878733333333335,15.362266666666667
4516,2018-04,ESPIRITO SANTO,11.572708333333333,15.623291666666667
4543,2018-05,ESPIRITO SANTO,11.540791666666665,15.983291666666666
4570,2018-06,ESPIRITO SANTO,11.8812,15.550833333333333
4597,2018-07,ESPIRITO SANTO,11.559583333333334,15.822249999999999
4624,2018-08,ESPIRITO SANTO,11.790750000000001,16.335208333333334
4651,2018-09,ESPIRITO SANTO,11.837833333333332,16.330833333333334
4678,2018-10,ESPIRITO SANTO,12.161583333333333,16.386916666666668
4705,2018-11,ESPIRITO SANTO,12.095708333333334,16.414083333333334
4732,2018-12,ESPIRITO SANTO,11.959633333333333,15.903066666666666
4759,2019-01,ESPIRITO SANTO,12.09775,15.653666666666668
4786,2019-02,ESPIRITO SANTO,12.356250000000001,15.759583333333333
4813,2019-03,ESPIRITO SANTO,12.000300000000001,15.897566666666668
4840,2019-04,ESPIRITO SANTO,12.148166666666667,15.507041666666666
4867,2019-05,ESPIRITO SANTO,12.530666666666667,15.591999999999999
4894,2019-06,ESPIRITO SANTO,12.600600000000002,15.9566
4921,2019-07,ESPIRITO SANTO,12.539125,16.120208333333334
4948,2019-08,ESPIRITO SANTO,12.528966666666667,15.740633333333333
4975,2019-09,ESPIRITO SANTO,12.559333333333333,15.873875
5002,2019-10,ESPIRITO SANTO,12.617791666666667,15.974458333333333
5029,2019-11,ESPIRITO SANTO,12.599233333333334,16.041800000000002
5056,2019-12,ESPIRITO SANTO,12.644041666666666,15.877333333333333
5083,2020-01,ESPIRITO SANTO,12.659916666666668,16.524833333333333
5110,2020-02,ESPIRITO SANTO,12.460433333333333,16.8505
5137,2020-03,ESPIRITO SANTO,12.141375000000002,16.765916666666666
5164,2020-04,ESPIRITO SANTO,12.329083333333335,16.853666666666665
5191,2020-05,ESPIRITO SANTO,12.208599999999999,16.549133333333334
5218,2020-06,ESPIRITO SANTO,12.248916666666666,16.293833333333335
5245,2020-07,ESPIRITO SANTO,11.950666666666665,16.377958333333336
5272,2020-08,ESPIRITO SANTO,12.391458333333333,16.467958333333332
5299,2020-10,ESPIRITO SANTO,12.601071428571428,14.577714285714285
5326,2020-11,ESPIRITO SANTO,11.975464285714285,15.220178571428573
5353,2020-12,ESPIRITO SANTO,9.802555555555555,12.54588888888889
5380,2021-01,ESPIRITO SANTO,12.303799999999999,15.22657142857143
5407,2021-02,ESPIRITO SANTO,12.700892857142858,15.972392857142859
5434,2021-03,ESPIRITO SANTO,13.36075,16.652285714285714
5461,2021-04,ESPIRITO SANTO,13.633035714285713,18.24582142857143
5488,2021-05,ESPIRITO SANTO,14.092857142857142,18.449857142857145
8,2004-05,GOIAS,7.658333333333332,10.325166666666666
35,2004-06,GOIAS,7.575625,10.3635
62,2004-07,GOIAS,7.5139499999999995,10.356
89,2004-08,GOIAS,7.49875,10.48375
116,2004-09,GOIAS,7.4455625,10.212375
143,2004-10,GOIAS,7.56245,10.18775
170,2004-11,GOIAS,7.6986875,10.276625
197,2004-12,GOIAS,7.8299375,10.416
224,2005-01,GOIAS,7.83035,10.38635
251,2005-02,GOIAS,7.700625,10.467875
278,2005-03,GOIAS,7.804875,10.3423125
305,2005-04,GOIAS,7.750400000000001,10.34845
332,2005-05,GOIAS,7.561125,10.3485625
359,2005-06,GOIAS,7.7080625,10.31
386,2005-07,GOIAS,7.6288,10.301649999999999
413,2005-08,GOIAS,7.453625,10.29975
440,2005-09,GOIAS,7.325529411764706,10.01370588235294
467,2005-10,GOIAS,7.9199,10.2486
494,2005-11,GOIAS,7.9874374999999995,10.3514375
521,2005-12,GOIAS,7.98325,10.37605
548,2006-01,GOIAS,8.361125,10.4213125
575,2006-02,GOIAS,8.392375,10.561875
602,2006-03,GOIAS,8.547375,10.8895
629,2006-04,GOIAS,8.6265,11.04385
656,2006-05,GOIAS,8.429124999999999,11.0746875
683,2006-06,GOIAS,8.5005,11.04875
710,2006-07,GOIAS,8.47935,10.97655
737,2006-08,GOIAS,8.6036875,11.1803125
764,2006-09,GOIAS,8.5534,11.22975
791,2006-10,GOIAS,8.5755625,11.4303125
818,2006-11,GOIAS,8.5505625,11.4339375
845,2006-12,GOIAS,8.55,11.418600000000001
872,2007-01,GOIAS,8.7468125,11.431375
899,2007-02,GOIAS,8.813625,11.4195625
926,2007-03,GOIAS,8.83235,11.4244
953,2007-04,GOIAS,8.85425,11.456125
980,2007-05,GOIAS,8.8661875,11.468125
1007,2007-06,GOIAS,8.77345,11.40555
1034,2007-07,GOIAS,8.658625,11.3488125
1061,2007-08,GOIAS,8.4173125,11.3345
1088,2007-09,GOIAS,8.36035,11.3251
1115,2007-10,GOIAS,8.017470588235295,10.751882352941177
1142,2007-11,GOIAS,8.4535625,11.3306875
1169,2007-12,GOIAS,8.64795,11.41155
1196,2008-01,GOIAS,8.6779375,11.430625
1223,2008-02,GOIAS,8.59225,11.424125
1250,2008-03,GOIAS,8.272619047619047,10.958
1277,2008-04,GOIAS,8.14735294117647,10.84405882352941
1304,2008-05,GOIAS,8.59045,11.45615
1331,2008-06,GOIAS,8.5848125,11.4649375
1358,2008-07,GOIAS,8.5855,11.4703125
1385,2008-08,GOIAS,8.223333333333333,11.023095238095237
1412,2008-09,GOIAS,8.641125,11.491
1439,2008-10,GOIAS,8.871625,11.4775
1466,2008-11,GOIAS,8.90175,11.48385
1493,2008-12,GOIAS,8.84175,11.4791875
1520,2009-01,GOIAS,8.76645,11.479049999999999
1547,2009-02,GOIAS,8.73425,11.4778125
1574,2009-03,GOIAS,8.788625,11.9138125
